index,cardinality,distortion
0,980,0.115985
1,880,0.154626
2,469,0.150915
3,1230,0.134246
4,351,0.182870
5,482,0.152397
6,804,0.112078
7,835,0.108098
8,760,0.150229
9,1351,0.118009
10,639,0.133984
11,1294,0.109395
12,811,0.185026
13,297,0.221110
14,1156,0.114093
15,1543,0.108087
16,690,0.213053
17,368,0.255366
18,703,0.206339
19,376,0.212576
20,296,0.307615
21,329,0.276647
22,370,0.264137
23,543,0.223563
24,675,0.182407
25,750,0.144477
26,873,0.201252
27,856,0.153717
28,420,0.281933
29,740,0.180271
30,929,0.143837
31,1217,0.123053
32,463,0.234043
33,437,0.221593
34,570,0.225427
35,391,0.205346
36,897,0.181877
37,446,0.257605
38,482,0.161475
39,695,0.164640
40,400,0.262706
41,501,0.228800
42,432,0.237007
43,460,0.210152
44,315,0.300839
45,133,0.323888
46,421,0.267755
47,123,0.223722
48,664,0.175275
49,439,0.218940
50,1018,0.152636
51,1178,0.142705
52,591,0.213092
53,679,0.192832
54,833,0.162023
55,898,0.135558
56,1014,0.140068
57,1422,0.116795
58,934,0.124901
59,1865,0.108733
60,825,0.142871
61,1394,0.115509
62,858,0.122212
63,1321,0.107542
