length
35
31
29
43
38
29
33
29
30
37
31
38
30
31
30
59
34
37
33
41
30
26
43
33
31
36
36
35
39
22
59
51
68
28
33
33
40
32
31
33
35
43
44
31
39
22
48
28
33
32
28
25
32
34
35
32
30
33
37
23
20
34
21
41
37
41
26
32
24
25
23
23
24
30
31
34
45
31
32
27
38
38
43
32
27
23
20
34
59
33
28
38
33
24
49
33
32
37
27
35
31
31
28
37
38
32
33
24
37
27
24
20
30
31
40
34
30
36
38
35
28
22
29
41
27
30
46
27
38
43
29
28
33
21
45
41
34
42
40
32
43
29
33
19
38
40
41
20
19
43
40
32
39
38
36
33
39
25
33
24
31
32
39
20
42
26
39
22
35
42
101
45
37
31
91
35
41
28
35
33
39
17
24
28
33
21
36
31
27
34
27
42
44
26
34
50
20
54
36
21
29
45
24
31
59
30
52
38
31
37
34
27
60
38
40
33
23
26
32
29
34
25
37
23
27
31
38
29
32
27
31
36
33
36
37
30
39
25
47
41
51
33
47
34
39
40
31
27
33
37
34
45
36
33
23
35
19
53
38
29
33
28
29
27
43
30
33
43
38
38
43
24
43
31
48
19
17
49
33
32
36
33
41
24
40
31
42
21
23
31
37
31
48
24
28
28
30
36
42
41
32
43
37
26
28
19
38
45
29
37
33
35
19
41
41
32
35
24
34
29
26
35
35
42
25
34
23
32
24
46
33
28
24
39
45
33
20
34
25
24
30
51
22
36
33
27
29
30
33
48
30
24
33
14
32
27
33
29
41
27
25
19
32
26
26
44
38
43
31
25
36
32
25
26
31
34
33
24
15
28
23
28
41
32
58
22
24
35
38
24
46
29
32
27
27
40
26
28
32
35
37
36
28
36
24
36
32
27
25
21
46
12
12
26
34
28
22
39
37
41
37
48
40
48
31
29
23
28
35
29
23
33
30
30
29
31
45
35
35
21
35
30
32
40
25
48
28
31
28
28
24
46
51
19
18
46
20
26
44
30
23
32
35
37
21
43
36
33
27
33
25
35
35
27
27
39
22
31
31
18
47
27
45
40
39
31
26
29
25
51
25
42
29
31
26
31
30
31
40
35
26
35
32
36
27
34
41
28
28
23
23
27
21
25
41
39
29
31
34
42
23
38
35
35
41
25
23
29
27
27
46
40
32
27
31
43
33
25
30
32
32
26
29
29
24
27
30
28
33
44
39
29
25
21
28
36
32
29
31
31
36
42
19
23
29
24
33
27
28
23
47
21
40
38
42
41
22
35
28
28
25
28
35
32
35
23
37
39
39
42
29
42
43
24
29
24
31
25
26
48
29
23
34
45
27
37
34
39
27
37
33
19
34
31
37
34
30
19
41
28
48
32
38
19
33
37
30
43
44
27
36
32
35
31
22
29
33
30
24
37
37
24
33
30
31
27
22
34
26
25
28
15
19
22
42
27
41
46
37
29
45
32
31
27
27
30
25
34
25
28
22
37
54
31
38
41
40
26
24
36
46
25
26
31
26
28
33
29
38
34
30
38
31
34
36
22
44
21
32
40
32
24
33
31
22
33
60
25
26
22
57
27
19
35
46
33
32
24
52
32
33
30
26
33
17
57
17
33
31
28
32
34
43
31
19
44
33
29
26
21
29
26
17
29
28
30
47
32
33
29
26
27
29
30
41
54
52
47
37
64
38
33
28
31
42
20
37
54
38
36
37
24
34
27
27
34
19
37
22
31
29
31
17
28
20
26
35
17
44
26
29
60
41
29
32
57
40
27
44
30
22
39
35
18
23
16
31
47
27
39
37
16
43
30
31
26
26
46
33
42
32
25
38
39
35
37
75
44
44
26
21
38
27
28
51
26
30
34
26
26
26
32
25
25
34
40
31
47
31
37
29
35
36
70
37
35
27
17
33
19
67
40
27
49
34
23
30
41
31
24
31
29
49
47
24
37
26
53
43
22
44
65
27
16
51
27
36
29
39
35
27
37
31
23
30
55
46
28
31
25
22
27
35
59
30
29
27
24
21
27
38
36
36
24
18
33
21
29
26
23
29
37
38
21
42
36
20
41
31
41
32
23
35
27
25
33
29
23
52
30
32
27
30
14
25
33
21
39
39
43
39
39
35
35
35
25
39
23
30
33
35
27
20
29
36
31
36
37
32
60
31
17
41
48
37
36
28
43
43
23
21
31
36
27
37
22
29
22
15
20
28
29
23
46
22
23
35
52
26
36
51
38
22
33
27
27
33
41
25
30
53
25
21
51
37
28
35
35
33
31
93
33
29
28
22
37
36
19
30
31
25
45
23
44
38
29
42
43
23
56
17
34
29
31
25
18
45
29
24
35
19
24
28
21
35
36
23
43
27
35
31
63
43
32
21
28
60
61
28
27
43
45
35
33
38
28
47
23
37
22
29
9
18
33
49
35
35
29
23
78
18
15
26
37
32
31
42
36
41
34
31
29
44
50
31
26
34
35
57
29
19
28
27
38
26
31
18
21
25
33
18
27
36
27
27
37
33
26
48
37
31
27
37
29
34
40
27
39
27
38
30
21
36
27
25
25
39
54
16
25
41
33
45
45
31
65
14
16
53
25
26
31
45
20
36
41
23
27
39
42
34
25
31
43
48
39
43
25
30
27
46
20
35
22
25
