length
59
40
49
67
73
33
32
69
65
41
30
40
65
61
72
43
38
53
57
46
54
40
49
49
39
51
47
51
40
50
51
42
32
42
47
50
53
63
58
49
55
43
66
58
28
39
38
25
57
33
56
61
46
76
49
66
58
47
65
39
59
71
42
57
38
77
46
42
41
84
53
46
62
51
52
55
44
49
46
51
44
35
49
54
44
53
56
57
49
45
30
39
45
43
51
36
65
57
32
46
64
53
48
61
47
40
42
55
46
39
37
58
49
54
73
48
42
63
51
30
50
52
30
60
48
49
66
53
46
52
71
47
46
52
49
46
49
51
68
56
45
53
36
69
47
53
68
49
47
45
53
50
69
63
41
57
57
44
80
48
34
76
49
43
45
41
47
53
47
50
57
51
44
43
54
51
30
54
41
40
42
44
53
51
82
42
60
36
53
36
65
52
52
71
45
41
39
55
48
51
49
55
87
49
50
46
61
35
38
37
32
39
45
39
32
47
43
44
38
41
54
45
46
45
74
45
51
44
53
40
43
67
60
37
45
55
62
63
63
67
60
47
63
43
49
34
41
35
37
62
70
70
60
54
52
49
39
50
47
53
61
43
46
55
42
46
69
44
58
56
50
64
43
44
48
34
48
36
50
36
51
35
45
41
47
58
42
56
57
67
78
49
46
60
50
48
39
32
70
43
55
43
58
54
91
49
55
55
52
41
67
62
51
46
44
35
37
61
66
41
33
65
37
32
35
47
54
47
53
50
51
55
37
48
54
55
51
51
63
88
48
41
58
50
50
48
39
43
59
48
40
49
58
54
57
50
55
51
70
38
76
40
38
46
39
52
31
41
59
34
69
45
48
47
54
71
48
63
72
57
50
44
41
61
60
51
51
47
35
46
46
84
71
46
35
75
70
60
74
47
36
42
46
63
46
53
53
63
48
48
49
44
41
56
57
59
52
49
47
81
43
44
53
40
59
65
49
59
42
56
55
45
37
37
52
34
56
30
45
56
56
38
55
50
66
45
49
76
51
41
74
51
32
100
49
41
41
72
58
39
74
65
73
59
61
53
46
56
72
39
71
52
59
71
47
53
43
31
39
50
79
40
61
65
52
69
69
54
80
67
65
53
47
41
64
56
43
43
43
43
50
43
57
55
43
44
47
63
43
45
45
33
54
65
52
57
42
50
42
43
65
52
46
27
57
47
55
47
27
82
29
56
60
51
54
63
38
51
44
58
45
57
50
75
62
64
54
39
40
49
61
53
37
46
60
41
53
41
48
46
43
41
50
95
65
57
65
65
57
51
56
51
48
57
46
57
65
61
45
52
26
66
51
41
49
53
59
45
46
44
38
60
43
46
55
54
25
57
62
46
54
62
70
61
57
73
53
59
44
59
49
56
41
39
43
45
60
56
47
51
45
55
31
52
42
61
29
48
61
33
43
63
57
53
46
35
52
59
47
40
56
46
43
43
52
45
56
51
52
40
46
37
45
50
31
55
35
65
65
44
53
37
67
55
66
49
72
49
53
47
59
48
52
51
59
57
49
34
52
63
41
52
42
52
55
27
51
47
53
62
56
37
44
36
53
47
46
35
39
47
40
35
51
56
59
53
69
39
64
53
44
45
79
