N,M,a,I,Train Ac,Train avgAc,Test Ac,Test avgAc
1, 64, 0, 0, 75.86, 79.88, 76.26, 79.36
1, 64, 0, 1, 75.86, 79.88, 76.26, 79.36
1, 64, 0, 2, 75.86, 79.88, 76.26, 79.36
1, 64, 0, 3, 75.86, 79.88, 76.26, 79.36
1, 64, 0, 4, 75.86, 79.88, 76.26, 79.36
1, 64, 0, 5, 75.86, 79.88, 76.26, 79.36
1, 64, 0, 6, 75.86, 79.88, 76.26, 79.36
1, 64, 0, 7, 75.86, 79.88, 76.26, 79.36
1, 64, 0, 8, 75.86, 79.88, 76.26, 79.36
1, 64, 0, 9, 75.86, 79.88, 76.26, 79.36
1, 64, 0, 10, 75.86, 79.88, 76.26, 79.36
1, 128, 0, 0, 81.51, 84.29, 79.78, 82.62
1, 128, 0, 1, 81.51, 84.29, 79.78, 82.62
1, 128, 0, 2, 81.51, 84.29, 79.78, 82.62
1, 128, 0, 3, 81.51, 84.29, 79.78, 82.62
1, 128, 0, 4, 81.51, 84.29, 79.78, 82.62
1, 128, 0, 5, 81.51, 84.29, 79.78, 82.62
1, 128, 0, 6, 81.51, 84.29, 79.78, 82.62
1, 128, 0, 7, 81.51, 84.29, 79.78, 82.62
1, 128, 0, 8, 81.51, 84.29, 79.78, 82.62
1, 128, 0, 9, 81.51, 84.29, 79.78, 82.62
1, 128, 0, 10, 81.51, 84.29, 79.78, 82.62
1, 256, 0, 0, 85.95, 88.19, 84.18, 85.77
1, 256, 0, 1, 85.95, 88.19, 84.18, 85.77
1, 256, 0, 2, 85.95, 88.19, 84.18, 85.77
1, 256, 0, 3, 85.95, 88.19, 84.18, 85.77
1, 256, 0, 4, 85.95, 88.19, 84.18, 85.77
1, 256, 0, 5, 85.95, 88.19, 84.18, 85.77
1, 256, 0, 6, 85.95, 88.19, 84.18, 85.77
1, 256, 0, 7, 85.95, 88.19, 84.18, 85.77
1, 256, 0, 8, 85.95, 88.19, 84.18, 85.77
1, 256, 0, 9, 85.95, 88.19, 84.18, 85.77
1, 256, 0, 10, 85.95, 88.19, 84.18, 85.77
1, 512, 0, 0, 88.23, 90.27, 86.92, 88.37
1, 512, 0, 1, 88.23, 90.27, 86.92, 88.37
1, 512, 0, 2, 88.23, 90.27, 86.92, 88.37
1, 512, 0, 3, 88.23, 90.27, 86.92, 88.37
1, 512, 0, 4, 88.23, 90.27, 86.92, 88.37
1, 512, 0, 5, 88.23, 90.27, 86.92, 88.37
1, 512, 0, 6, 88.23, 90.27, 86.92, 88.37
1, 512, 0, 7, 88.23, 90.27, 86.92, 88.37
1, 512, 0, 8, 88.23, 90.27, 86.92, 88.37
1, 512, 0, 9, 88.23, 90.27, 86.92, 88.37
1, 512, 0, 10, 88.23, 90.27, 86.92, 88.37
1, 1024, 0, 0, 89.58, 91.38, 88.46, 89.43
1, 1024, 0, 1, 89.58, 91.38, 88.46, 89.43
1, 1024, 0, 2, 89.58, 91.38, 88.46, 89.43
1, 1024, 0, 3, 89.58, 91.38, 88.46, 89.43
1, 1024, 0, 4, 89.58, 91.38, 88.46, 89.43
1, 1024, 0, 5, 89.58, 91.38, 88.46, 89.43
1, 1024, 0, 6, 89.58, 91.38, 88.46, 89.43
1, 1024, 0, 7, 89.58, 91.38, 88.46, 89.43
1, 1024, 0, 8, 89.58, 91.38, 88.46, 89.43
1, 1024, 0, 9, 89.58, 91.38, 88.46, 89.43
