index,cardinality,distortion
0,215,0.145700
1,143,0.153263
2,75,0.214646
3,42,0.185092
4,74,0.165454
5,50,0.193320
6,106,0.149913
7,76,0.124268
8,116,0.146539
9,102,0.149468
10,67,0.127314
11,95,0.135800
12,79,0.171583
13,125,0.134405
14,119,0.141399
15,131,0.135138
16,112,0.161325
17,99,0.157371
18,121,0.131613
19,81,0.129826
20,87,0.148950
21,106,0.126621
22,201,0.134470
23,202,0.137470
24,137,0.135359
25,105,0.138121
26,122,0.147747
27,139,0.129962
28,29,0.297696
29,38,0.224770
30,112,0.133365
31,86,0.132613
32,37,0.204449
33,68,0.218378
34,76,0.159072
35,89,0.188553
36,79,0.189485
37,122,0.185420
38,92,0.190612
39,168,0.150798
40,203,0.192269
41,146,0.165342
42,171,0.162242
43,55,0.130388
44,37,0.175537
45,51,0.172913
46,92,0.147163
47,168,0.136016
48,96,0.161735
49,86,0.168912
50,61,0.291103
51,201,0.167119
52,32,0.303307
53,26,0.151258
54,115,0.233074
55,108,0.203570
56,108,0.187142
57,133,0.136623
58,145,0.130919
59,113,0.154986
60,170,0.133482
61,154,0.138366
62,95,0.130535
63,124,0.141602
64,24,0.116969
65,117,0.143246
66,79,0.134532
67,75,0.172223
68,240,0.132008
69,227,0.124281
70,207,0.128029
71,257,0.120810
72,139,0.147829
73,187,0.132766
74,161,0.140363
75,134,0.143934
76,216,0.140325
77,231,0.117247
78,300,0.114187
79,242,0.125732
80,294,0.114268
81,379,0.116610
82,252,0.123015
83,252,0.123872
84,241,0.120222
85,267,0.129996
86,106,0.160871
87,122,0.153560
88,271,0.127041
89,185,0.132749
90,128,0.135911
91,186,0.130423
92,179,0.140980
93,253,0.131724
94,257,0.125927
95,293,0.119920
96,170,0.131744
97,118,0.140575
98,92,0.184492
99,92,0.156293
100,217,0.126788
101,310,0.124907
102,140,0.145913
103,132,0.134493
104,79,0.166037
105,134,0.143423
106,90,0.129808
107,66,0.119474
108,84,0.161859
109,106,0.137465
110,122,0.152876
111,121,0.140503
112,78,0.280139
113,35,0.293001
114,58,0.235097
115,89,0.195245
116,130,0.161982
117,152,0.156050
118,141,0.143911
119,167,0.151969
120,63,0.167714
121,80,0.163475
122,75,0.153296
123,49,0.175790
124,41,0.142644
125,36,0.136629
126,52,0.192442
127,64,0.176532
128,214,0.122825
129,78,0.157674
130,674,0.103671
131,318,0.118349
132,402,0.110105
133,383,0.104228
134,394,0.108068
135,430,0.110008
136,133,0.129089
137,176,0.111325
138,390,0.112967
139,345,0.113179
140,243,0.121625
141,228,0.126570
142,228,0.121926
143,204,0.123268
144,229,0.114191
145,404,0.115186
146,202,0.122470
147,170,0.125233
148,251,0.116229
149,344,0.114892
150,88,0.141884
151,143,0.123568
152,244,0.120558
153,168,0.131508
154,201,0.117643
155,137,0.148893
156,54,0.235488
157,37,0.286729
158,47,0.273024
159,57,0.171911
160,130,0.182741
161,104,0.156898
162,82,0.158252
163,70,0.181006
164,261,0.132147
165,88,0.187052
166,110,0.192660
167,78,0.209688
168,98,0.175622
169,31,0.306238
170,54,0.248173
171,92,0.183401
172,283,0.121831
173,233,0.136510
174,40,0.155895
175,49,0.163669
176,47,0.158679
177,23,0.316286
178,66,0.160641
179,61,0.130207
180,61,0.186669
181,53,0.162299
182,43,0.173889
183,49,0.156783
184,44,0.198068
185,72,0.212048
186,68,0.179107
187,142,0.176615
188,76,0.137138
189,68,0.197838
190,62,0.274104
191,113,0.177170
192,86,0.224121
193,41,0.195455
194,152,0.141548
195,109,0.152651
196,514,0.113012
197,493,0.107530
198,588,0.106925
199,606,0.103741
200,657,0.109225
201,557,0.106328
202,551,0.111411
203,681,0.100599
204,412,0.124505
205,202,0.126702
206,368,0.117552
207,334,0.122476
208,212,0.139911
209,460,0.120324
210,95,0.146599
211,218,0.141550
212,788,0.106520
213,850,0.100759
214,665,0.109051
215,1018,0.103194
216,291,0.124019
217,366,0.123795
218,436,0.116699
219,407,0.126428
220,364,0.123737
221,436,0.114929
222,153,0.160119
223,838,0.109982
224,306,0.125627
225,226,0.126698
226,171,0.132941
227,262,0.120659
228,106,0.147199
229,222,0.119501
230,226,0.125616
231,306,0.125406
232,151,0.163309
233,32,0.193267
234,211,0.132557
235,146,0.133191
236,144,0.140336
237,202,0.130663
238,253,0.126279
239,184,0.140476
240,175,0.132328
241,274,0.128026
242,39,0.239619
243,251,0.137746
244,85,0.185932
245,90,0.211287
246,90,0.151308
247,55,0.159734
248,84,0.175816
249,115,0.177258
250,123,0.155601
251,60,0.192959
252,293,0.124187
253,224,0.157301
254,108,0.170801
255,164,0.157429
