index,cardinality,distortion
0,10,0.088286
1,11,0.072824
2,17,0.085016
3,22,0.086256
4,23,0.083442
5,23,0.085020
6,20,0.099700
7,18,0.094814
8,18,0.084795
9,23,0.078419
10,13,0.093754
11,20,0.082540
12,19,0.086162
13,28,0.083790
14,38,0.089102
15,28,0.104276
16,26,0.079384
17,34,0.086322
18,37,0.090764
19,35,0.084318
20,54,0.081804
21,42,0.083278
22,42,0.085904
23,54,0.087894
24,33,0.094169
25,29,0.087467
26,37,0.103172
27,35,0.084401
28,2,0.078524
29,3,0.037934
30,5,0.064238
31,6,0.052937
32,16,0.087850
33,23,0.081901
34,22,0.090567
35,19,0.087008
36,23,0.086040
37,30,0.086112
38,21,0.086787
39,17,0.089547
40,25,0.086153
41,25,0.085895
42,26,0.083093
43,22,0.086748
44,25,0.093214
45,28,0.084751
46,20,0.090228
47,4,0.077109
48,22,0.082928
49,48,0.087511
50,42,0.081018
51,43,0.080442
52,41,0.082037
53,49,0.082156
54,44,0.084162
55,43,0.095097
56,48,0.084541
57,41,0.085370
58,47,0.084820
59,52,0.091840
60,79,0.080023
61,85,0.086185
62,86,0.086072
63,72,0.084215
64,13,0.128083
65,5,0.075668
66,8,0.099238
67,8,0.101898
68,21,0.125937
69,20,0.136306
70,10,0.096747
71,10,0.098444
72,16,0.129695
73,12,0.125503
74,11,0.112897
75,10,0.120991
76,3,0.068114
77,9,0.102105
78,5,0.069094
79,12,0.083513
80,9,0.104592
81,12,0.129653
82,22,0.099580
83,12,0.077734
84,14,0.116635
85,16,0.096142
86,17,0.101811
87,4,0.051767
88,14,0.130801
89,9,0.104162
90,6,0.071551
91,6,0.088185
92,9,0.109731
93,10,0.122763
94,8,0.077672
95,6,0.090188
96,11,0.083855
97,19,0.085616
98,23,0.082800
99,17,0.089756
100,39,0.080954
101,28,0.084368
102,21,0.093042
103,17,0.097562
104,31,0.086271
105,34,0.082984
106,27,0.078293
107,19,0.083535
108,3,0.053111
109,5,0.066099
110,2,0.029304
111,2,0.039790
112,20,0.082731
113,21,0.087569
114,21,0.077522
115,15,0.082113
116,13,0.082198
117,16,0.082084
118,13,0.077554
119,17,0.077389
120,21,0.082569
121,19,0.081090
122,13,0.079183
123,21,0.082187
124,9,0.085278
125,9,0.096705
126,9,0.087990
127,9,0.085300
128,24,0.081390
129,38,0.079254
130,35,0.090716
131,38,0.083657
132,41,0.079930
133,46,0.079784
134,38,0.080686
135,40,0.080199
136,28,0.088176
137,35,0.081584
138,40,0.084966
139,39,0.078654
140,48,0.081922
141,52,0.083946
142,27,0.085905
143,51,0.088708
144,32,0.087384
145,35,0.084803
146,67,0.081930
147,47,0.081750
148,41,0.074836
149,59,0.079029
150,46,0.080076
151,54,0.084335
152,41,0.079941
153,51,0.080332
154,47,0.086236
155,43,0.082201
156,46,0.079352
157,42,0.083453
158,42,0.083002
159,43,0.079711
160,41,0.087843
161,60,0.084813
162,47,0.086126
163,46,0.084347
164,53,0.077007
165,74,0.079008
166,57,0.079776
167,59,0.083422
168,38,0.093326
169,35,0.090717
170,48,0.087216
171,37,0.082995
172,57,0.074831
173,67,0.085589
174,57,0.080612
175,47,0.080115
176,41,0.084978
177,47,0.086983
178,40,0.079765
179,54,0.084805
180,59,0.080019
181,66,0.082770
182,54,0.079645
183,48,0.085896
184,47,0.080386
185,54,0.079142
186,56,0.087288
187,41,0.080223
188,64,0.082245
189,54,0.079740
190,36,0.088688
191,30,0.092777
192,41,0.075437
193,17,0.081155
194,13,0.086891
195,9,0.104102
196,7,0.052494
197,4,0.071688
198,4,0.055474
199,5,0.051301
200,10,0.067932
201,18,0.072733
202,7,0.082651
203,8,0.050218
204,3,0.059536
205,4,0.048705
206,6,0.063026
207,5,0.066214
208,55,0.082634
209,52,0.087733
210,8,0.088987
211,5,0.071912
212,70,0.086210
213,67,0.080209
214,70,0.085217
215,67,0.083898
216,66,0.078815
217,73,0.087661
218,68,0.084456
219,55,0.084544
220,60,0.081896
221,56,0.080924
222,54,0.091684
223,38,0.086584
224,58,0.090260
225,57,0.090090
226,59,0.090609
227,34,0.092712
228,46,0.088254
229,51,0.099571
230,76,0.085837
231,70,0.086364
232,60,0.080843
233,75,0.078767
234,60,0.083424
235,60,0.080601
236,74,0.086581
237,64,0.085904
238,77,0.086212
239,63,0.083896
240,8,0.092411
241,15,0.115822
242,2,0.054153
243,3,0.087201
244,7,0.083433
245,4,0.066882
246,4,0.116548
247,6,0.074913
248,7,0.101834
249,4,0.077138
250,9,0.097416
251,10,0.099803
252,14,0.112404
253,8,0.100247
254,3,0.087446
255,5,0.079792
256,33,0.098039
257,48,0.085596
258,53,0.098003
259,29,0.113976
260,30,0.103855
261,28,0.098162
262,23,0.084452
263,8,0.096119
264,20,0.109166
265,39,0.100203
266,42,0.100109
267,29,0.116182
268,13,0.120338
269,10,0.125028
270,11,0.085491
271,8,0.088206
272,19,0.109087
273,27,0.116384
274,15,0.119369
275,8,0.109609
276,10,0.085978
277,9,0.069707
278,9,0.092780
279,10,0.100621
280,17,0.140971
281,24,0.129173
282,21,0.124767
283,15,0.119214
284,8,0.147202
285,16,0.176999
286,23,0.145176
287,16,0.135102
288,6,0.104205
289,8,0.096275
290,4,0.062937
291,11,0.090236
292,11,0.115909
293,12,0.103663
294,11,0.136549
295,6,0.106806
296,9,0.132796
297,11,0.132449
298,14,0.091815
299,9,0.164568
300,12,0.094476
301,10,0.133593
302,6,0.131588
303,8,0.101118
304,5,0.160952
305,10,0.097666
306,8,0.115211
307,6,0.075789
308,7,0.155204
309,7,0.058195
310,10,0.165013
311,3,0.045534
312,10,0.076018
313,11,0.079769
314,18,0.141010
315,17,0.106674
316,29,0.108372
317,16,0.087445
318,21,0.099419
319,14,0.085835
320,9,0.099153
321,12,0.105230
322,6,0.073933
323,4,0.110985
324,1,-0.000000
325,2,0.015022
326,4,0.093187
327,4,0.040736
328,8,0.130748
329,7,0.117366
330,4,0.080410
331,12,0.130588
332,23,0.110350
333,17,0.145269
334,24,0.145222
335,14,0.182822
336,14,0.109671
337,15,0.121180
338,13,0.129164
339,13,0.089944
340,13,0.112451
341,18,0.117853
342,17,0.119301
343,20,0.132059
344,29,0.130163
345,13,0.106780
346,22,0.127030
347,11,0.101989
348,17,0.091139
349,17,0.127696
350,10,0.153205
351,18,0.127172
352,14,0.118776
353,17,0.120941
354,13,0.075019
355,9,0.095608
356,22,0.109520
357,19,0.112178
358,18,0.132337
359,28,0.121567
360,15,0.080728
361,8,0.111422
362,8,0.074554
363,12,0.087063
364,10,0.105691
