index,cardinality,distortion
0,0,NaN
1,0,NaN
2,0,NaN
3,0,NaN
4,0,NaN
5,0,NaN
6,0,NaN
7,0,NaN
8,0,NaN
9,0,NaN
10,0,NaN
11,0,NaN
12,0,NaN
13,0,NaN
14,0,NaN
15,0,NaN
16,0,NaN
17,0,NaN
18,0,NaN
19,0,NaN
20,0,NaN
21,0,NaN
22,0,NaN
23,0,NaN
24,0,NaN
25,0,NaN
26,0,NaN
27,0,NaN
28,0,NaN
29,0,NaN
30,0,NaN
31,0,NaN
32,0,NaN
33,0,NaN
34,0,NaN
35,0,NaN
36,0,NaN
37,0,NaN
38,0,NaN
39,0,NaN
40,0,NaN
41,0,NaN
42,0,NaN
43,0,NaN
44,0,NaN
45,0,NaN
46,0,NaN
47,0,NaN
48,0,NaN
49,0,NaN
50,0,NaN
51,0,NaN
52,0,NaN
53,0,NaN
54,0,NaN
55,0,NaN
56,0,NaN
57,0,NaN
58,0,NaN
59,0,NaN
60,0,NaN
61,0,NaN
62,0,NaN
63,0,NaN
64,15,0.090914
65,13,0.069929
66,11,0.056453
67,8,0.087959
68,26,0.089885
69,29,0.090815
70,44,0.088901
71,40,0.093107
72,84,0.097280
73,88,0.090843
74,127,0.094473
75,110,0.091861
76,41,0.085196
77,54,0.100511
78,60,0.099173
79,66,0.096795
80,36,0.105417
81,27,0.090745
82,5,0.071762
83,5,0.052550
84,40,0.095229
85,44,0.085908
86,33,0.087699
87,51,0.095548
88,69,0.095177
89,56,0.085650
90,34,0.075317
91,23,0.078481
92,21,0.092987
93,27,0.102232
94,16,0.082037
95,39,0.100699
96,44,0.101707
97,35,0.116865
98,52,0.099071
99,77,0.093831
100,63,0.098203
101,71,0.092750
102,72,0.092676
103,76,0.087580
104,10,0.078532
105,23,0.096056
106,13,0.077449
107,11,0.075126
108,28,0.093976
109,40,0.090861
110,32,0.107666
111,39,0.098977
112,24,0.105056
113,26,0.106147
114,50,0.095888
115,54,0.091648
116,23,0.098282
117,50,0.094085
118,74,0.089029
119,64,0.088653
120,37,0.092937
121,53,0.096266
122,63,0.089472
123,75,0.084626
124,65,0.085212
125,77,0.087038
126,77,0.083089
127,61,0.084586
