index,cardinality,distortion
0,0,NaN
1,0,NaN
2,0,NaN
3,0,NaN
4,0,NaN
5,0,NaN
6,0,NaN
7,0,NaN
8,0,NaN
9,0,NaN
10,0,NaN
11,0,NaN
12,0,NaN
13,0,NaN
14,0,NaN
15,0,NaN
16,0,NaN
17,0,NaN
18,0,NaN
19,0,NaN
20,0,NaN
21,0,NaN
22,0,NaN
23,0,NaN
24,0,NaN
25,0,NaN
26,0,NaN
27,0,NaN
28,0,NaN
29,0,NaN
30,0,NaN
31,0,NaN
32,0,NaN
33,0,NaN
34,0,NaN
35,0,NaN
36,0,NaN
37,0,NaN
38,0,NaN
39,0,NaN
40,0,NaN
41,0,NaN
42,0,NaN
43,0,NaN
44,0,NaN
45,0,NaN
46,0,NaN
47,0,NaN
48,0,NaN
49,0,NaN
50,0,NaN
51,0,NaN
52,0,NaN
53,0,NaN
54,0,NaN
55,0,NaN
56,0,NaN
57,0,NaN
58,0,NaN
59,0,NaN
60,0,NaN
61,0,NaN
62,0,NaN
63,0,NaN
64,4,0.075619
65,6,0.078556
66,13,0.076732
67,7,0.080618
68,83,0.105520
69,62,0.096463
70,42,0.123460
71,75,0.101985
72,27,0.096339
73,37,0.088375
74,29,0.101136
75,24,0.085227
76,30,0.099575
77,23,0.080425
78,3,0.040852
79,4,0.060006
80,9,0.094367
81,12,0.097352
82,26,0.090180
83,33,0.096924
84,6,0.117179
85,7,0.075571
86,4,0.068147
87,4,0.071868
88,15,0.105154
89,26,0.089657
90,17,0.093872
91,17,0.089182
92,25,0.097413
93,44,0.095938
94,11,0.083602
95,9,0.077319
96,2,0.052680
97,10,0.080693
98,12,0.082038
99,9,0.070656
100,7,0.070954
101,14,0.075986
102,16,0.095169
103,11,0.093565
104,17,0.093658
105,10,0.067257
106,36,0.105994
107,31,0.093066
108,29,0.079201
109,39,0.091660
110,28,0.091181
111,52,0.097225
112,25,0.126629
113,16,0.088353
114,8,0.081381
115,17,0.101612
116,32,0.098199
117,28,0.094643
118,15,0.068652
119,11,0.066769
120,1,0.000000
121,2,0.072549
122,1,0.000000
123,2,0.048654
124,14,0.080150
125,15,0.087944
126,4,0.058639
127,4,0.069163
