index,cardinality,distortion
0,23,0.117330
1,28,0.113029
2,32,0.126720
3,24,0.118936
4,38,0.105295
5,27,0.111907
6,20,0.119343
7,29,0.117428
8,10,0.108813
9,18,0.118756
10,15,0.157700
11,8,0.203861
12,33,0.102553
13,33,0.107255
14,19,0.130636
15,11,0.147541
16,28,0.115727
17,43,0.101501
18,12,0.109413
19,35,0.100842
20,34,0.104504
21,45,0.094840
22,31,0.111505
23,46,0.099350
24,21,0.144588
25,33,0.112510
26,46,0.101487
27,52,0.107218
28,37,0.105498
29,39,0.104689
30,38,0.111118
31,50,0.108309
32,37,0.103135
33,58,0.103013
34,5,0.129350
35,7,0.144088
36,34,0.096139
37,37,0.092349
38,27,0.106579
39,10,0.119505
40,55,0.094676
41,45,0.101511
42,81,0.094801
43,59,0.103595
44,25,0.123723
45,16,0.119639
46,10,0.107558
47,22,0.101900
48,44,0.099763
49,36,0.105088
50,46,0.101065
51,57,0.099463
52,29,0.100060
53,23,0.121585
54,5,0.163252
55,9,0.223385
56,49,0.102213
57,59,0.105254
58,42,0.101711
59,23,0.096750
60,55,0.094751
61,42,0.108116
62,44,0.114694
63,36,0.124308
64,25,0.115613
65,39,0.121719
66,26,0.132956
67,29,0.132618
68,36,0.112832
69,41,0.120126
70,30,0.131714
71,36,0.127440
72,42,0.115683
73,29,0.124679
74,60,0.101962
75,32,0.122766
76,52,0.119026
77,81,0.104860
78,35,0.101495
79,37,0.125154
80,35,0.117202
81,49,0.109431
82,37,0.128130
83,20,0.195520
84,28,0.128924
85,44,0.114450
86,39,0.122701
87,26,0.126412
88,52,0.117599
89,43,0.115630
90,27,0.127456
91,19,0.158398
92,37,0.136554
93,29,0.154333
94,48,0.123651
95,37,0.130080
96,44,0.109664
97,103,0.098774
98,66,0.103207
99,79,0.102162
100,25,0.105047
101,32,0.116205
102,97,0.101058
103,19,0.126740
104,68,0.100214
105,51,0.104041
106,109,0.094433
107,95,0.094918
108,84,0.110391
109,147,0.092087
110,134,0.095490
111,91,0.095641
112,64,0.117489
113,72,0.103508
114,41,0.108580
115,57,0.102810
116,61,0.108274
117,44,0.120581
118,48,0.124765
119,36,0.110571
120,39,0.117453
121,26,0.114314
122,37,0.126127
123,31,0.126237
124,69,0.099332
125,69,0.110473
126,94,0.111971
127,38,0.129565
128,29,0.109653
129,22,0.147247
130,30,0.101971
131,65,0.105050
132,17,0.103259
133,33,0.121053
134,44,0.103544
135,41,0.100104
136,48,0.109516
137,46,0.118338
138,43,0.112094
139,46,0.113281
140,72,0.113481
141,73,0.109602
142,65,0.101990
143,78,0.102997
144,27,0.133196
145,28,0.119715
146,28,0.118810
147,45,0.119696
148,22,0.123531
149,37,0.110464
150,44,0.118042
151,27,0.119147
152,12,0.111046
153,24,0.110491
154,15,0.152273
155,17,0.129309
156,32,0.133790
157,37,0.116712
158,14,0.176963
159,14,0.175627
160,14,0.135446
161,20,0.133990
162,12,0.156453
163,15,0.121036
164,15,0.117224
165,19,0.109324
166,10,0.105239
167,17,0.124371
168,11,0.138423
169,20,0.137136
170,23,0.121159
171,18,0.125629
172,21,0.126425
173,21,0.126374
174,22,0.125184
175,8,0.125924
176,32,0.139615
177,37,0.130950
178,37,0.122856
179,36,0.116194
180,33,0.113832
181,55,0.118096
182,41,0.124611
183,43,0.121456
184,14,0.133032
185,5,0.095984
186,26,0.126151
187,23,0.131625
188,13,0.163980
189,17,0.152308
190,13,0.117518
191,14,0.156060
192,31,0.152372
193,15,0.184692
194,14,0.166889
195,20,0.166005
196,22,0.143571
197,27,0.144620
198,24,0.170952
199,24,0.144610
200,41,0.113097
201,121,0.096150
202,63,0.104661
203,63,0.107647
204,41,0.122335
205,26,0.113116
206,75,0.104010
207,80,0.102841
208,34,0.143538
209,23,0.143899
210,19,0.170186
211,27,0.166681
212,17,0.101914
213,20,0.126454
214,13,0.104531
215,14,0.097874
216,36,0.127771
217,40,0.099374
218,18,0.128744
219,47,0.106428
220,21,0.110526
