index,cardinality,distortion
0,5,0.059682
1,6,0.084021
2,7,0.083902
3,10,0.086620
4,8,0.082889
5,5,0.064172
6,13,0.067057
7,17,0.080880
8,11,0.079422
9,6,0.075773
10,11,0.082567
11,9,0.082931
12,8,0.053935
13,11,0.076931
14,6,0.073863
15,7,0.069564
16,4,0.053974
17,5,0.057971
18,3,0.046623
19,3,0.043591
20,3,0.048605
21,3,0.042462
22,3,0.051342
23,3,0.057380
24,3,0.055152
25,2,0.020225
26,5,0.063559
27,5,0.051220
28,3,0.049460
29,3,0.048501
30,2,0.066603
31,5,0.066095
32,1,-0.000000
33,0,NaN
34,1,0.000000
35,0,NaN
36,2,0.065274
37,2,0.032101
38,3,0.041058
39,1,0.000000
40,3,0.039255
41,2,0.019996
42,2,0.022042
43,3,0.050986
44,1,0.000000
45,2,0.025615
46,2,0.048014
47,3,0.063362
48,3,0.085298
49,9,0.071370
50,5,0.075508
51,6,0.080126
52,4,0.051126
53,3,0.058566
54,7,0.087809
55,5,0.063708
56,4,0.056014
57,5,0.069960
58,10,0.078839
59,8,0.066041
60,2,0.043794
61,3,0.057862
62,3,0.079114
63,2,0.068297
64,3,0.045780
65,2,0.046015
66,2,0.047010
67,2,0.068264
68,4,0.071875
69,3,0.081107
70,5,0.100641
71,5,0.068855
72,4,0.061690
73,3,0.045177
74,3,0.035848
75,3,0.079299
76,1,-0.000000
77,1,0.000000
78,3,0.051190
79,3,0.038262
80,1,-0.000000
81,3,0.057864
82,2,0.026662
83,1,0.000000
84,4,0.066494
85,3,0.059422
86,5,0.087132
87,4,0.097558
88,1,-0.000000
89,2,0.055257
90,7,0.076252
91,2,0.025541
92,1,-0.000000
93,1,-0.000000
94,3,0.036872
95,1,-0.000000
96,1,0.000000
97,2,0.044409
98,3,0.063091
99,2,0.029262
100,2,0.042449
101,2,0.052514
102,1,0.000000
103,1,-0.000000
104,3,0.042806
105,1,0.000000
106,1,-0.000000
107,1,0.000000
108,2,0.028345
109,1,-0.000000
110,3,0.069217
111,1,0.000000
112,1,0.000000
113,2,0.043129
114,1,0.000000
115,1,0.000000
116,2,0.045162
117,1,-0.000000
118,1,-0.000000
119,2,0.025336
120,1,0.000000
121,1,-0.000000
122,1,0.000000
123,1,0.000000
124,1,-0.000000
125,1,0.000000
126,1,0.000000
127,1,-0.000000
128,3,0.055567
129,1,0.000000
130,3,0.064854
131,4,0.058027
132,8,0.062934
133,6,0.060295
134,4,0.069276
135,3,0.053454
136,1,-0.000000
137,2,0.046589
138,5,0.097469
139,2,0.065618
140,3,0.078469
141,2,0.046527
142,3,0.085157
143,4,0.092798
144,3,0.076240
145,2,0.031450
146,4,0.077614
147,1,0.000000
148,2,0.049280
149,3,0.061851
150,2,0.035405
151,4,0.063334
152,2,0.056942
153,2,0.038640
154,2,0.051757
155,2,0.066030
156,2,0.037332
157,3,0.072694
158,2,0.075484
159,1,0.000000
160,11,0.077704
161,9,0.069991
162,9,0.082629
163,9,0.072283
164,12,0.073441
165,10,0.077311
166,12,0.077750
167,9,0.085150
168,6,0.079615
169,6,0.076979
170,6,0.078275
171,5,0.061196
172,7,0.078050
173,3,0.057646
174,4,0.071806
175,2,0.038376
176,5,0.096081
177,11,0.076325
178,8,0.065245
179,7,0.072870
180,4,0.053412
181,7,0.086576
182,5,0.081464
183,5,0.072878
184,6,0.088649
185,13,0.065779
186,12,0.085474
187,16,0.075326
188,10,0.071338
189,9,0.058282
190,8,0.078701
191,8,0.076234
192,2,0.027312
193,1,-0.000000
194,2,0.045990
195,2,0.055151
196,2,0.033824
197,4,0.059170
198,2,0.058043
199,2,0.057554
200,2,0.065113
201,1,-0.000000
202,1,0.000000
203,1,0.000000
204,2,0.054558
205,1,-0.000000
206,1,-0.000000
207,0,NaN
208,3,0.057243
209,3,0.051299
210,1,-0.000000
211,2,0.091609
212,3,0.044354
213,1,0.000000
214,1,0.000000
215,2,0.044686
216,2,0.038553
217,3,0.055968
218,4,0.044723
219,3,0.039574
220,1,0.000000
221,1,-0.000000
222,2,0.051566
223,1,0.000000
224,4,0.079292
225,2,0.043205
226,5,0.061574
227,3,0.080321
228,2,0.028033
229,5,0.083566
230,3,0.040311
231,3,0.048283
232,3,0.047577
233,3,0.050382
234,2,0.027478
235,3,0.064882
236,5,0.079390
237,5,0.061387
238,3,0.068434
239,2,0.035262
240,1,-0.000000
241,1,0.000000
242,1,-0.000000
243,2,0.055294
244,1,0.000000
245,1,0.000000
246,1,0.000000
247,1,-0.000000
248,1,0.000000
249,1,0.000000
250,2,0.022126
251,2,0.040158
252,1,-0.000000
253,3,0.068104
254,2,0.021839
255,1,-0.000000
256,1,-0.000000
257,1,-0.000000
258,2,0.062195
259,2,0.080828
260,1,-0.000000
261,2,0.032925
262,1,0.000000
263,1,-0.000000
264,1,0.000000
265,1,0.000000
266,1,-0.000000
267,1,0.000000
268,1,-0.000000
269,1,-0.000000
270,1,-0.000000
271,1,-0.000000
272,1,-0.000000
273,1,0.000000
274,1,-0.000000
275,1,-0.000000
276,1,-0.000000
277,1,0.000000
278,1,0.000000
279,0,NaN
280,1,0.000000
281,1,0.000000
282,4,0.061812
283,3,0.035090
284,1,0.000000
285,3,0.045129
286,3,0.043291
287,1,0.000000
288,1,-0.000000
289,1,-0.000000
290,4,0.049014
291,2,0.052617
292,2,0.037501
293,2,0.045484
294,3,0.060999
295,1,0.000000
296,1,-0.000000
297,1,-0.000000
298,1,-0.000000
299,1,-0.000000
300,1,-0.000000
301,2,0.034467
302,2,0.023147
303,1,-0.000000
304,1,-0.000000
305,1,-0.000000
306,2,0.057361
307,2,0.035278
308,1,-0.000000
309,0,NaN
310,1,-0.000000
311,2,0.061422
312,3,0.048295
313,4,0.069911
314,4,0.046081
315,2,0.065243
316,1,0.000000
317,3,0.050686
318,1,-0.000000
319,2,0.046822
320,2,0.100610
321,2,0.044349
322,2,0.025062
323,1,0.000000
324,1,-0.000000
325,1,0.000000
326,3,0.065207
327,3,0.046092
328,3,0.053213
329,2,0.039247
330,1,0.000000
331,2,0.036099
332,1,0.000000
333,2,0.024704
