codeword,minDistortion
0,0.072310
2,0.091937
2,0.130360
2,0.062088
2,0.074010
0,0.086613
0,0.088560
0,0.092425
1,0.044563
1,0.104432
1,0.072212
1,0.076845
1,0.079281
0,0.096465
2,0.117723
0,0.128648
17,0.086471
17,0.112630
16,0.060276
16,0.106168
27,0.129120
26,0.113783
24,0.088795
24,0.044568
14,0.070505
14,0.120126
14,0.066773
1,0.100330
12,0.108742
12,0.093779
13,0.110387
13,0.106656
0,0.072461
0,0.076264
0,0.106475
4,0.090632
4,0.084408
4,0.112596
4,0.109501
4,0.095327
20,0.136595
20,0.201145
1,0.131225
9,0.133530
8,0.019160
8,0.021107
9,0.097923
9,0.045980
9,0.095685
11,0.087296
11,0.092332
11,0.074984
10,0.095171
11,0.094524
10,0.076102
10,0.113303
10,0.053230
10,0.086277
10,0.098180
1,0.090226
1,0.101387
1,0.085654
2,0.133253
2,0.166683
1,0.100813
1,0.095612
1,0.054567
0,0.127265
3,0.104190
1,0.061558
1,0.095491
1,0.070758
0,0.070292
0,0.076377
2,0.117620
2,0.051342
25,0.094174
1,0.091359
1,0.089148
2,0.072095
2,0.068927
0,0.079237
0,0.053844
4,0.072098
2,0.076752
12,0.050751
1,0.108385
1,0.076815
0,0.106294
1,0.150323
22,0.143362
1,0.124159
0,0.116779
22,0.136672
448,0.084201
448,0.071559
448,0.097784
0,0.078637
0,0.146383
18,0.113019
0,0.106868
16,0.112603
16,0.057970
16,0.100813
1,0.170427
2,0.131837
2,0.094072
2,0.092304
1,0.132548
1,0.161739
1,0.162817
1,0.115219
2,0.124113
2,0.112824
2,0.114148
2,0.085960
2,0.078925
2,0.151640
2,0.128114
449,0.117052
22,0.155946
22,0.167758
18,0.182155
18,0.078232
17,0.134076
16,0.114053
27,0.072200
25,0.106329
25,0.076371
3,0.093209
3,0.075640
14,0.111886
14,0.092029
2,0.097818
4,0.088267
4,0.151825
448,0.190411
0,0.147529
18,0.100392
18,0.109330
2,0.104130
9,0.111402
11,0.101967
11,0.067514
11,0.087449
10,0.046557
2,0.099238
10,0.112309
10,0.118928
1,0.062280
1,0.055035
15,0.099435
1,0.076693
1,0.074626
3,0.097728
1,0.104827
2,0.092777
2,0.062491
1,0.095111
1,0.098639
2,0.059845
2,0.095812
2,0.093220
1,0.125945
3,0.117232
1,0.046182
2,0.098006
1,0.074566
2,0.085238
2,0.113503
3,0.055546
3,0.058085
3,0.100514
3,0.116637
3,0.124322
0,0.065414
1,0.072814
1,0.057859
3,0.084512
12,0.034066
12,0.140310
12,0.123366
13,0.099934
13,0.070963
13,0.090775
13,0.056287
13,0.098108
13,0.106985
13,0.102124
13,0.067529
13,0.066147
13,0.071364
13,0.089047
7,0.112812
7,0.074105
7,0.080913
7,0.065846
7,0.069430
7,0.077726
4,0.125657
7,0.086029
7,0.075300
7,0.089984
7,0.096147
6,0.078922
6,0.083164
6,0.125138
6,0.120886
6,0.080581
6,0.075851
6,0.093011
6,0.059778
6,0.086767
6,0.098254
5,0.082904
5,0.120612
5,0.063221
5,0.076896
5,0.061472
5,0.065432
5,0.117401
5,0.066567
5,0.054434
4,0.071307
4,0.125379
4,0.073942
4,0.087407
4,0.062642
5,0.076543
4,0.087525
4,0.099235
4,0.086113
6,0.083072
1,0.087372
2,0.080989
0,0.076765
11,0.062076
9,0.089821
0,0.072408
1,0.100338
1,0.189958
2,0.119833
2,0.109145
17,0.083335
16,0.085239
27,0.099429
27,0.083093
27,0.107885
26,0.071792
26,0.071641
26,0.041777
26,0.051412
24,0.074163
24,0.070906
24,0.096600
24,0.072585
3,0.054398
24,0.090118
0,0.081497
3,0.069449
3,0.078891
3,0.069719
3,0.164023
3,0.099906
3,0.081312
3,0.073388
3,0.064460
3,0.108945
3,0.098749
3,0.068701
14,0.092358
14,0.102073
12,0.129228
14,0.122224
14,0.075556
14,0.096893
14,0.098209
14,0.075587
14,0.104279
14,0.083172
14,0.058595
14,0.125379
14,0.072659
14,0.114894
14,0.076347
14,0.082740
15,0.087468
12,0.108465
14,0.092320
14,0.067759
14,0.082961
14,0.078513
14,0.137909
15,0.062986
15,0.072454
15,0.093163
15,0.054894
15,0.093151
15,0.091256
15,0.082745
12,0.098947
12,0.081432
12,0.107046
12,0.095883
12,0.077488
12,0.066445
14,0.119999
14,0.103268
13,0.100798
13,0.071105
13,0.067105
13,0.098833
12,0.074124
13,0.086021
12,0.083670
12,0.105913
12,0.105422
12,0.119683
12,0.099982
1,0.108356
2,0.124607
1,0.108763
0,0.100111
0,0.126513
3,0.061033
3,0.092233
3,0.077170
3,0.090731
45,0.098189
46,0.080216
45,0.101797
45,0.093643
45,0.089848
43,0.050820
46,0.062591
44,0.059546
44,0.082285
40,0.090962
44,0.112164
44,0.064739
44,0.085248
32,0.111979
32,0.118466
33,0.102868
33,0.077954
33,0.090715
33,0.112145
63,0.115092
62,0.088848
59,0.121297
58,0.056059
58,0.078908
58,0.046953
58,0.079046
58,0.074179
58,0.093721
58,0.075119
58,0.056610
58,0.080960
58,0.099162
57,0.123674
54,0.122446
49,0.100065
44,0.089425
45,0.078185
257,0.096428
257,0.103592
45,0.110994
45,0.115212
45,0.123430
43,0.091771
42,0.110893
42,0.085277
42,0.089095
42,0.141401
38,0.118321
38,0.086307
36,0.114755
226,0.139927
198,0.087325
198,0.075688
198,0.067256
198,0.116026
193,0.174898
192,0.143786
151,0.149833
150,0.116163
146,0.168865
135,0.139959
134,0.075414
131,0.064645
130,0.115121
45,0.119823
456,0.134466
456,0.107306
456,0.091545
45,0.104032
45,0.091590
45,0.086050
45,0.113855
290,0.089158
290,0.105135
45,0.112154
45,0.149438
45,0.060100
45,0.115387
45,0.118213
44,0.127037
44,0.076242
45,0.050424
45,0.087639
44,0.133437
447,0.098290
439,0.063349
439,0.081059
442,0.095151
445,0.082620
445,0.062641
445,0.049889
447,0.071597
446,0.117942
438,0.118337
439,0.098158
439,0.128344
443,0.102231
443,0.121862
441,0.087557
440,0.101033
487,0.056198
443,0.091882
445,0.087515
446,0.074674
446,0.085940
438,0.083097
438,0.118117
443,0.076516
439,0.099047
437,0.087789
443,0.128023
443,0.090800
440,0.088117
442,0.044243
442,0.086678
444,0.103842
442,0.078750
440,0.086532
442,0.092632
443,0.072155
441,0.061014
441,0.109363
441,0.076974
441,0.063202
441,0.094661
440,0.070369
441,0.083869
487,0.066329
487,0.093393
487,0.049511
487,0.074751
487,0.124614
487,0.055456
487,0.065855
487,0.103329
487,0.074495
487,0.068206
487,0.051908
487,0.105208
485,0.090851
485,0.099179
486,0.143837
486,0.082186
486,0.057890
486,0.070370
481,0.109802
486,0.067897
486,0.084966
486,0.081203
484,0.098500
486,0.071703
486,0.070729
486,0.045356
485,0.075352
486,0.100006
485,0.085925
485,0.066470
485,0.056685
484,0.083254
485,0.146190
485,0.080818
484,0.101972
399,0.132135
387,0.082944
387,0.057242
387,0.063197
386,0.126628
386,0.083744
386,0.054106
386,0.094841
387,0.071197
387,0.082218
386,0.085132
386,0.099710
386,0.072759
386,0.091905
386,0.096587
386,0.076730
386,0.090778
399,0.116438
399,0.085679
397,0.070285
445,0.050472
442,0.083278
447,0.123591
446,0.103082
439,0.061857
445,0.070295
445,0.071796
445,0.092343
447,0.143794
421,0.076958
445,0.098426
483,0.113791
447,0.078347
443,0.091324
441,0.099216
443,0.108627
443,0.094408
442,0.115755
442,0.074084
438,0.082395
420,0.082296
420,0.074442
443,0.068635
443,0.070098
440,0.097141
441,0.087337
441,0.081827
441,0.104654
441,0.080386
441,0.070727
441,0.083844
442,0.089889
443,0.090336
443,0.057554
443,0.078827
443,0.047119
442,0.054503
442,0.072161
442,0.101396
443,0.094397
443,0.114364
386,0.065446
386,0.102234
386,0.114367
447,0.107572
447,0.092169
444,0.114214
447,0.084752
447,0.065929
447,0.059236
444,0.115989
446,0.108370
446,0.065567
446,0.101920
443,0.075617
447,0.064658
445,0.107923
438,0.160572
439,0.133373
446,0.089755
447,0.078664
439,0.064239
439,0.090174
445,0.115166
445,0.100235
446,0.078120
447,0.070361
445,0.091953
445,0.085178
438,0.085584
438,0.108695
438,0.067340
430,0.076227
445,0.108350
443,0.071319
446,0.076572
441,0.102270
443,0.075003
443,0.127643
442,0.100120
487,0.043255
487,0.072641
487,0.087378
487,0.078123
487,0.081051
440,0.059498
441,0.100429
484,0.089296
487,0.103471
487,0.089879
487,0.074075
487,0.091801
487,0.066315
485,0.067694
485,0.094694
484,0.096340
485,0.079069
486,0.078626
485,0.092498
485,0.079912
486,0.072842
486,0.090231
491,0.095197
508,0.120951
485,0.066530
485,0.063201
484,0.057277
