index,cardinality,distortion
0,18,0.101505
1,11,0.088921
2,26,0.099625
3,16,0.090474
4,9,0.078680
5,18,0.094474
6,11,0.081532
7,12,0.101724
8,19,0.095338
9,15,0.087930
10,12,0.085193
11,21,0.094425
12,15,0.082290
13,19,0.083946
14,14,0.076088
15,10,0.075035
16,17,0.078680
17,47,0.096119
18,21,0.102333
19,24,0.088294
20,20,0.091953
21,14,0.086040
22,20,0.075570
23,23,0.094880
24,10,0.101210
25,18,0.094593
26,25,0.088894
27,21,0.094293
28,8,0.085541
29,10,0.098100
30,12,0.085436
31,15,0.084326
32,16,0.107419
33,16,0.099593
34,22,0.083743
35,34,0.098541
36,10,0.067032
37,18,0.079493
38,13,0.092956
39,12,0.070874
40,14,0.093308
41,28,0.099613
42,14,0.088020
43,18,0.075255
44,33,0.094928
45,14,0.084053
46,22,0.084281
47,26,0.097440
48,14,0.091904
49,11,0.091693
50,12,0.075304
51,15,0.091653
52,38,0.091480
53,17,0.083461
54,19,0.078013
55,16,0.086746
56,18,0.101680
57,13,0.100341
58,8,0.079185
59,12,0.101890
60,11,0.095115
61,9,0.090427
62,15,0.092974
63,9,0.125189
64,12,0.090988
65,11,0.085334
66,6,0.069946
67,10,0.081454
68,10,0.089128
69,9,0.080234
70,5,0.070379
71,5,0.071467
72,10,0.094649
73,12,0.095664
74,14,0.079066
75,13,0.085811
76,18,0.098504
77,11,0.086417
78,11,0.084140
79,7,0.077800
80,14,0.086951
81,14,0.086603
82,23,0.084218
83,13,0.085550
84,31,0.094681
85,21,0.082176
86,30,0.084054
87,22,0.087888
88,28,0.089535
89,20,0.091057
90,24,0.086650
91,20,0.083855
92,23,0.095313
93,18,0.085308
94,19,0.082170
95,16,0.096673
96,21,0.086286
97,30,0.080899
98,23,0.086276
99,35,0.079734
100,32,0.085987
101,32,0.094150
102,38,0.094757
103,27,0.089275
104,27,0.084800
105,34,0.087344
106,39,0.085390
107,42,0.084566
108,44,0.091940
109,31,0.083273
110,41,0.088025
111,31,0.081935
112,22,0.092002
113,23,0.077276
114,31,0.083033
115,32,0.088284
116,24,0.083150
117,34,0.091484
118,21,0.074855
119,17,0.079515
120,24,0.086176
121,29,0.084375
122,28,0.078945
123,23,0.076003
124,30,0.106532
125,32,0.092316
126,59,0.086435
127,45,0.086495
128,16,0.090428
129,18,0.119451
130,15,0.119124
131,18,0.116494
132,6,0.096646
133,7,0.062611
134,4,0.052033
135,6,0.048961
136,16,0.079690
137,12,0.091724
138,18,0.102158
139,20,0.110361
140,18,0.116015
141,16,0.089431
142,7,0.085375
143,14,0.121095
144,8,0.097820
145,12,0.094816
146,10,0.094147
147,7,0.073417
148,12,0.080236
149,20,0.092017
150,18,0.091896
151,14,0.107129
152,24,0.097329
153,15,0.088499
154,7,0.076702
155,13,0.091929
156,20,0.079456
157,16,0.098705
158,15,0.107726
159,14,0.113951
160,9,0.081324
161,22,0.106119
162,26,0.122026
163,12,0.085113
164,9,0.097197
165,12,0.081774
166,4,0.068507
167,5,0.081474
168,11,0.087857
169,16,0.084928
170,10,0.091688
171,10,0.077771
172,14,0.092815
173,15,0.084751
174,21,0.130520
175,12,0.107090
176,28,0.111798
177,19,0.102531
178,14,0.130600
179,19,0.095116
180,10,0.074447
181,13,0.092291
182,27,0.118051
183,21,0.101883
184,29,0.111018
185,21,0.095626
186,12,0.086990
187,14,0.092471
188,7,0.063287
189,15,0.069039
190,16,0.093489
191,15,0.089654
192,15,0.119931
193,17,0.087086
194,13,0.117075
195,13,0.115668
196,33,0.098319
197,45,0.091159
198,10,0.090388
199,12,0.101314
200,16,0.091202
201,27,0.084756
202,38,0.095193
203,42,0.097372
204,14,0.115460
205,22,0.104417
206,20,0.098677
207,18,0.121726
208,31,0.098161
209,19,0.111745
210,23,0.106958
211,36,0.102967
212,24,0.107951
213,32,0.106720
214,11,0.092479
215,19,0.120539
216,27,0.114688
217,15,0.103655
218,30,0.110581
219,40,0.099706
220,11,0.085679
221,13,0.085119
222,20,0.096641
223,14,0.119062
224,31,0.101478
225,28,0.104256
226,30,0.107753
227,25,0.101451
228,22,0.106296
229,21,0.119429
230,30,0.114281
231,17,0.100352
232,14,0.084361
233,15,0.103114
234,12,0.079186
235,16,0.110117
236,13,0.084975
237,23,0.093949
238,12,0.080060
239,15,0.111501
240,23,0.094964
241,17,0.101105
242,18,0.094370
243,25,0.115756
244,13,0.109245
245,15,0.095184
246,18,0.102614
247,16,0.101622
248,21,0.094462
249,23,0.102107
250,18,0.114742
251,26,0.094701
252,8,0.102881
253,13,0.108129
254,19,0.078834
