index,cardinality,distortion
0,394,0.107814
1,168,0.126618
2,128,0.157250
3,42,0.256526
4,215,0.105186
5,217,0.103257
6,210,0.118163
7,199,0.115122
8,71,0.156614
9,77,0.175703
10,115,0.153154
11,108,0.137371
12,60,0.277250
13,25,0.310619
14,53,0.270712
15,49,0.330456
16,79,0.236480
17,88,0.197731
18,32,0.264867
19,17,0.377479
20,44,0.282466
21,38,0.260088
22,28,0.229793
23,29,0.217756
24,34,0.174487
25,26,0.180835
26,21,0.238101
27,34,0.243801
28,56,0.251920
29,92,0.196225
30,37,0.247124
31,60,0.188820
32,59,0.243802
33,61,0.219159
34,50,0.207679
35,117,0.166555
36,35,0.237377
37,71,0.176258
38,74,0.194442
39,120,0.145035
40,92,0.194835
41,86,0.170046
42,97,0.169766
43,109,0.148912
44,68,0.216170
45,69,0.183788
46,210,0.122499
47,116,0.155204
48,86,0.198704
49,66,0.214254
50,67,0.161874
51,89,0.161126
52,98,0.155383
53,102,0.153001
54,91,0.182708
55,61,0.206691
56,62,0.212990
57,89,0.164083
58,44,0.170702
59,145,0.165617
60,157,0.137587
61,71,0.176104
62,101,0.136903
63,51,0.184528
64,85,0.116336
65,76,0.148947
66,106,0.108688
67,133,0.112067
68,145,0.116930
69,163,0.111775
70,87,0.143604
71,133,0.135563
72,78,0.161800
73,92,0.141168
74,107,0.185906
75,93,0.188565
76,99,0.182972
77,74,0.233060
78,72,0.261842
79,102,0.185553
80,77,0.185018
81,102,0.176568
82,159,0.163424
83,87,0.162022
84,192,0.143522
85,111,0.159243
86,153,0.145776
87,75,0.152754
88,127,0.135829
89,155,0.124893
90,212,0.114967
91,185,0.106762
92,237,0.121746
93,309,0.112974
94,337,0.107350
95,265,0.109830
96,226,0.119431
97,324,0.134745
98,52,0.284905
99,83,0.255393
100,193,0.116859
101,258,0.112086
102,375,0.110912
103,447,0.099516
104,447,0.110293
105,334,0.118692
106,392,0.103187
107,423,0.102554
108,163,0.134840
109,117,0.135782
110,106,0.149442
111,116,0.145040
112,209,0.124208
113,197,0.117886
114,228,0.114956
115,100,0.157775
116,213,0.125213
117,185,0.124167
118,407,0.104388
119,471,0.102852
120,192,0.133505
121,509,0.099399
122,322,0.104136
123,458,0.097204
124,484,0.101936
125,566,0.097586
126,302,0.106705
127,296,0.102269
