index,cardinality,distortion
0,5,0.106168
1,6,0.080723
2,2,0.028120
3,3,0.062000
4,7,0.099404
5,10,0.103360
6,3,0.062183
7,5,0.099526
8,3,0.097932
9,4,0.101657
10,6,0.106905
11,9,0.115105
12,10,0.115239
13,5,0.125421
14,9,0.101568
15,5,0.130030
16,4,0.080305
17,4,0.057761
18,5,0.085950
19,3,0.041104
20,4,0.093927
21,6,0.103138
22,3,0.083080
23,4,0.086198
24,10,0.097862
25,10,0.111467
26,11,0.117204
27,8,0.128516
28,8,0.134075
29,3,0.060766
30,3,0.071410
31,3,0.048348
32,5,0.134958
33,4,0.125553
34,2,0.071759
35,4,0.165864
36,9,0.105059
37,8,0.131994
38,11,0.109620
39,6,0.105012
40,4,0.119881
41,4,0.080017
42,5,0.076102
43,2,0.031079
44,3,0.099380
45,2,0.108764
46,5,0.085057
47,6,0.101847
48,3,0.113458
49,6,0.135062
50,3,0.070509
51,4,0.128864
52,10,0.130899
53,10,0.132640
54,8,0.158415
55,8,0.130279
56,3,0.050467
57,3,0.071287
58,5,0.079954
59,6,0.107864
60,2,0.048674
61,3,0.118862
62,2,0.035756
63,3,0.085648
64,5,0.114139
65,9,0.120999
66,4,0.083024
67,4,0.072786
68,9,0.124508
69,10,0.110979
70,8,0.100188
71,10,0.108047
72,9,0.092258
73,8,0.094164
74,8,0.106881
75,9,0.101278
76,7,0.091882
77,7,0.121487
78,4,0.086151
79,14,0.118782
80,3,0.071574
81,8,0.126189
82,9,0.114454
83,4,0.090413
84,7,0.100449
85,9,0.109650
86,10,0.124705
87,7,0.094120
88,6,0.096441
89,4,0.096445
90,4,0.099033
91,7,0.109740
92,6,0.096437
93,6,0.124743
94,5,0.085036
95,6,0.050761
96,5,0.074859
97,6,0.067199
98,2,0.040804
99,3,0.053421
100,5,0.091250
101,5,0.070939
102,2,0.045538
103,4,0.080844
104,6,0.147255
105,5,0.129275
106,7,0.118714
107,10,0.140082
108,7,0.141628
109,8,0.157046
110,3,0.070619
111,5,0.115517
112,3,0.070678
113,4,0.093304
114,7,0.073345
115,4,0.069870
116,7,0.078599
117,11,0.123774
118,12,0.104504
119,11,0.107774
120,7,0.112390
121,6,0.106005
122,5,0.085480
123,7,0.082162
124,4,0.069534
125,7,0.060949
126,4,0.083434
127,5,0.070089
128,7,0.066232
129,6,0.093707
130,10,0.081335
131,12,0.086121
132,11,0.092254
133,10,0.081957
134,14,0.093362
135,12,0.088354
136,10,0.095125
137,7,0.071263
138,8,0.085616
139,13,0.080879
140,10,0.093118
141,12,0.094393
142,15,0.093835
143,14,0.093071
144,8,0.111655
145,9,0.108634
146,7,0.128743
147,7,0.087865
148,6,0.097953
149,11,0.105638
150,15,0.099650
151,10,0.087193
152,13,0.097030
153,10,0.094152
154,10,0.083322
155,15,0.097815
156,12,0.081955
157,9,0.086627
158,13,0.091535
159,15,0.087709
160,1,-0.000000
161,4,0.073939
162,6,0.107009
163,9,0.139337
164,7,0.126528
165,11,0.120838
166,8,0.104876
167,4,0.135449
168,6,0.109602
169,7,0.132995
170,9,0.107061
171,10,0.111616
172,4,0.081848
173,4,0.103413
174,4,0.123168
175,5,0.090724
176,3,0.039852
177,10,0.123516
178,7,0.132748
179,4,0.123419
180,5,0.069034
181,10,0.126773
182,6,0.131127
183,11,0.103999
184,7,0.093210
185,6,0.102094
186,6,0.129522
187,11,0.111266
188,11,0.093573
189,8,0.135096
190,6,0.088572
191,6,0.077491
192,5,0.133453
193,7,0.113174
194,8,0.132086
195,5,0.129293
196,5,0.108789
197,7,0.121697
198,8,0.107259
199,12,0.109453
200,9,0.122343
201,11,0.116993
202,15,0.099656
203,10,0.091991
204,7,0.117718
205,8,0.087199
206,8,0.131549
207,4,0.121567
208,10,0.103301
209,7,0.104970
210,4,0.107960
211,6,0.137388
212,10,0.099603
213,10,0.105308
214,5,0.082176
215,10,0.090455
216,7,0.060866
217,7,0.108497
218,4,0.090238
219,10,0.128743
220,10,0.139757
221,6,0.093553
222,9,0.097645
223,5,0.076619
224,11,0.102375
225,16,0.099799
226,10,0.108569
227,8,0.106348
228,5,0.090324
229,4,0.084696
230,12,0.098146
231,6,0.078488
232,15,0.106915
233,9,0.086539
234,16,0.093545
235,9,0.090188
236,6,0.072266
